,Unnamed: 0,Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
45,45,45,Assam,1952,10,32.0,23.8,171.0,85.0,0.490740741,3.6,7.0,41950,536809.8,510151.9,22.7,90.36,4,1952.1,
46,46,46,Assam,1952,11,30.7,18.8,35.0,80.0,0.312962963,2.0,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1952.11,
47,47,47,Assam,1952,12,27.8,13.7,4.0,63.0,0.337037037,1.0,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1952.12,
48,48,48,Assam,1953,1,30.0,13.3,10.0,75.0,0.453703704,1.6,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1953.01,
49,49,49,Assam,1953,2,32.8,15.5,3.0,75.0,0.659259259,2.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1953.02,
50,50,50,Assam,1953,3,35.0,22.9,3.0,78.0,1.085185185,3.1,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1953.03,
51,51,51,Assam,1953,4,36.7,25.1,46.0,76.0,1.772222222,3.9,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1953.04,
52,52,52,Assam,1953,5,36.1,25.2,339.0,81.0,1.703703704,5.3,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1953.05,1.0
53,53,53,Assam,1953,6,35.6,25.2,715.0,88.0,1.631481481,7.3,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1953.06,1.0
54,54,54,Assam,1953,7,35.0,25.5,526.0,91.0,1.57037037,6.9,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1953.07,1.0
55,55,55,Assam,1953,8,36.7,25.7,167.0,87.0,1.32962963,6.1,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1953.08,
56,56,56,Assam,1953,9,35.0,25.7,174.0,87.0,0.937037037,5.6,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1953.09,
57,57,57,Assam,1953,10,33.1,24.3,45.0,80.0,0.490740741,3.0,7.0,41950,536809.8,510151.9,22.7,90.36,4,1953.1,
58,58,58,Assam,1953,11,30.6,19.1,0.0,77.0,0.312962963,1.4,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1953.11,
59,59,59,Assam,1953,12,29.4,16.1,0.0,76.0,0.337037037,0.6,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1953.12,
60,60,60,Assam,1954,1,27.8,12.7,0.0,72.0,0.453703704,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1954.01,
61,61,61,Assam,1954,2,33.4,17.9,3.0,73.0,0.659259259,1.0,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1954.02,
62,62,62,Assam,1954,3,36.7,20.5,56.0,65.0,1.085185185,1.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1954.03,
63,63,63,Assam,1954,4,37.1,25.6,14.0,72.0,1.772222222,3.0,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1954.04,
64,64,64,Assam,1954,5,37.1,26.3,70.0,74.0,1.703703704,3.8,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1954.05,
65,65,65,Assam,1954,6,36.0,25.4,500.0,86.0,1.631481481,6.4,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1954.06,1.0
66,66,66,Assam,1954,7,33.0,25.8,260.0,85.0,1.57037037,5.6,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1954.07,
67,67,67,Assam,1954,8,33.8,26.4,360.0,87.0,1.32962963,6.6,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1954.08,
68,68,68,Assam,1954,9,34.1,26.4,144.0,88.0,0.937037037,5.6,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1954.09,
69,69,69,Assam,1954,10,33.2,23.7,169.0,86.0,0.490740741,4.3,7.0,41950,536809.8,510151.9,22.7,90.36,4,1954.1,
70,70,70,Assam,1954,11,29.7,17.7,1.0,76.0,0.312962963,1.0,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1954.11,
71,71,71,Assam,1954,12,29.3,15.2,6.0,78.0,0.337037037,2.1,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1954.12,
72,72,72,Assam,1955,1,26.6,12.3,2.0,77.0,0.453703704,1.0,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1955.01,
73,73,73,Assam,1955,2,30.5,15.2,8.0,75.0,0.659259259,1.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1955.02,
74,74,74,Assam,1955,3,33.3,20.2,33.0,73.0,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1955.03,
75,75,75,Assam,1955,4,34.0,23.9,85.0,78.0,1.772222222,3.7,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1955.04,
76,76,76,Assam,1955,5,33.6,25.0,196.0,81.0,1.703703704,4.7,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1955.05,
77,77,77,Assam,1955,6,32.9,25.7,406.0,87.0,1.631481481,6.2,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1955.06,1.0
78,78,78,Assam,1955,7,31.2,25.6,414.0,88.0,1.57037037,6.5,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1955.07,1.0
79,79,79,Assam,1955,8,31.4,25.7,349.0,88.0,1.32962963,6.4,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1955.08,1.0
80,80,80,Assam,1955,9,32.5,25.5,275.0,87.0,0.937037037,5.6,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1955.09,
81,81,81,Assam,1955,10,32.0,23.8,171.0,85.0,0.490740741,3.6,7.0,41950,536809.8,510151.9,22.7,90.36,4,1955.1,
82,82,82,Assam,1955,11,30.7,18.8,35.0,80.0,0.312962963,2.0,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1955.11,
83,83,83,Assam,1955,12,27.8,13.7,4.0,63.0,0.337037037,1.0,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1955.12,
84,84,84,Assam,1956,1,29.4,14.3,17.0,74.0,0.453703704,0.4,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1956.01,
85,85,85,Assam,1956,2,32.8,14.9,0.0,69.0,0.659259259,1.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1956.02,
86,86,86,Assam,1956,3,36.7,21.5,20.0,72.0,1.085185185,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1956.03,
87,87,87,Assam,1956,4,37.2,24.3,92.0,77.0,1.772222222,2.6,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1956.04,
88,88,88,Assam,1956,5,34.4,26.2,343.0,83.0,1.703703704,5.6,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1956.05,1.0
89,89,89,Assam,1956,6,32.2,25.2,784.0,87.0,1.631481481,6.3,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1956.06,1.0
90,90,90,Assam,1956,7,33.8,25.8,319.0,86.0,1.57037037,5.7,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1956.07,1.0
91,91,91,Assam,1956,8,33.3,26.0,497.0,87.0,1.32962963,5.6,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1956.08,1.0
92,92,92,Assam,1956,9,33.4,25.7,700.0,85.0,0.937037037,4.8,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1956.09,1.0
93,93,93,Assam,1956,10,33.8,24.5,184.0,84.0,0.490740741,3.3,7.0,41950,536809.8,510151.9,22.7,90.36,4,1956.1,
94,94,94,Assam,1956,11,31.3,20.0,46.0,81.0,0.312962963,1.3,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1956.11,
95,95,95,Assam,1956,12,29.5,14.9,0.0,79.0,0.337037037,0.2,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1956.12,
96,96,96,Assam,1957,1,30.1,15.1,104.0,80.0,0.453703704,1.0,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1957.01,
97,97,97,Assam,1957,2,30.6,16.3,13.0,80.0,0.659259259,1.6,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1957.02,
98,98,98,Assam,1957,3,36.6,20.0,0.0,70.0,1.085185185,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1957.03,
99,99,99,Assam,1957,4,37.3,24.9,1.0,85.0,1.772222222,2.3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1957.04,
100,100,100,Assam,1957,5,36.2,26.7,22.0,77.0,1.703703704,4.2,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1957.05,
101,101,101,Assam,1957,6,35.5,26.5,244.0,83.0,1.631481481,5.3,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1957.06,
102,102,102,Assam,1957,7,33.3,26.0,564.0,87.0,1.57037037,5.8,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1957.07,1.0
103,103,103,Assam,1957,8,35.5,26.3,286.0,87.0,1.32962963,5.3,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1957.08,
104,104,104,Assam,1957,9,34.4,26.3,216.0,86.0,0.937037037,5.3,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1957.09,
105,105,105,Assam,1957,10,33.2,24.4,52.0,80.0,0.490740741,3.2,7.0,41950,536809.8,510151.9,22.7,90.36,4,1957.1,
106,106,106,Assam,1957,11,30.7,18.5,0.0,73.0,0.312962963,0.9,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1957.11,
107,107,107,Assam,1957,12,29.4,14.8,0.0,76.0,0.337037037,0.2,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1957.12,
108,108,108,Assam,1958,1,31.1,15.5,0.0,77.0,0.453703704,1.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1958.01,
109,109,109,Assam,1958,2,30.5,16.6,12.0,75.0,0.659259259,2.3,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1958.02,
110,110,110,Assam,1958,3,33.6,16.5,51.0,73.0,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1958.03,
111,111,111,Assam,1958,4,36.6,24.5,129.0,79.0,1.772222222,3.0,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1958.04,
112,112,112,Assam,1958,5,36.1,26.2,289.0,83.0,1.703703704,4.0,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1958.05,1.0
113,113,113,Assam,1958,6,35.5,27.0,171.0,84.0,1.631481481,4.9,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1958.06,
114,114,114,Assam,1958,7,33.3,26.2,414.0,90.0,1.57037037,6.0,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1958.07,1.0
115,115,115,Assam,1958,8,33.4,26.1,268.0,88.0,1.32962963,5.6,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1958.08,
116,116,116,Assam,1958,9,34.4,26.0,321.0,85.0,0.937037037,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1958.09,1.0
117,117,117,Assam,1958,10,33.8,25.5,208.0,86.0,0.490740741,3.3,7.0,41950,536809.8,510151.9,22.7,90.36,4,1958.1,
118,118,118,Assam,1958,11,32.2,21.2,0.0,86.0,0.312962963,1.7,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1958.11,
119,119,119,Assam,1958,12,28.8,16.7,0.0,78.0,0.337037037,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1958.12,
120,120,120,Assam,1959,1,29.9,14.5,24.0,77.0,0.453703704,1.4,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1959.01,
121,121,121,Assam,1959,2,30.5,15.6,5.0,80.0,0.659259259,1.0,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1959.02,
122,122,122,Assam,1959,3,36.4,20.6,59.0,72.0,1.085185185,1.5,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1959.03,
123,123,123,Assam,1959,4,37.2,24.9,59.0,74.0,1.772222222,3.2,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1959.04,
124,124,124,Assam,1959,5,36.1,25.6,258.0,79.0,1.703703704,4.6,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1959.05,
125,125,125,Assam,1959,6,34.6,25.8,377.0,85.0,1.631481481,5.4,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1959.06,1.0
126,126,126,Assam,1959,7,33.8,25.8,751.0,87.0,1.57037037,6.5,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1959.07,1.0
127,127,127,Assam,1959,8,32.7,25.8,621.0,87.0,1.32962963,6.1,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1959.08,1.0
128,128,128,Assam,1959,9,33.8,25.3,608.0,91.0,0.937037037,5.7,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1959.09,1.0
129,129,129,Assam,1959,10,32.3,24.3,475.0,87.0,0.490740741,4.4,7.0,41950,536809.8,510151.9,22.7,90.36,4,1959.1,1.0
130,130,130,Assam,1959,11,29.9,18.5,0.0,79.0,0.312962963,0.6,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1959.11,
131,131,131,Assam,1959,12,27.2,14.8,0.0,78.0,0.337037037,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1959.12,
132,132,132,Assam,1960,1,27.3,12.8,0.0,71.0,0.3,1.3,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1960.01,
133,133,133,Assam,1960,2,32.7,16.5,0.0,77.0,0.1,0.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1960.02,
134,134,134,Assam,1960,3,34.9,19.6,36.0,69.0,0.6,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1960.03,
135,135,135,Assam,1960,4,36.6,24.9,13.0,71.0,1.0,1.8,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1960.04,
136,136,136,Assam,1960,5,37.2,26.4,324.0,76.0,1.1,4.2,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1960.05,1.0
137,137,137,Assam,1960,6,34.4,26.5,433.0,84.0,0.6,5.0,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1960.06,1.0
138,138,138,Assam,1960,7,32.8,25.5,716.0,89.0,0.4,6.0,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1960.07,1.0
139,139,139,Assam,1960,8,33.6,26.6,823.0,88.0,0.4,6.2,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1960.08,1.0
140,140,140,Assam,1960,9,34.0,25.9,650.0,88.0,0.3,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1960.09,1.0
141,141,141,Assam,1960,10,33.8,24.1,316.0,80.0,1.6,2.5,7.0,41950,536809.8,510151.9,22.7,90.36,4,1960.1,1.0
142,142,142,Assam,1960,11,31.7,18.8,79.0,74.0,0.3,1.3,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1960.11,
143,143,143,Assam,1960,12,28.3,15.1,0.0,75.0,0.1,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1960.12,
144,144,144,Assam,1961,1,28.8,14.5,8.0,73.0,0.2,1.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1961.01,
145,145,145,Assam,1961,2,31.6,14.9,43.0,70.0,0.3,2.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1961.02,
146,146,146,Assam,1961,3,34.4,22.8,51.0,79.0,0.9,2.9,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1961.03,
147,147,147,Assam,1961,4,37.2,24.8,44.0,79.0,0.8,2.9,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1961.04,
148,148,148,Assam,1961,5,36.6,25.5,303.0,81.0,1.2,3.6,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1961.05,1.0
149,149,149,Assam,1961,6,36.1,25.7,553.0,86.0,0.5,5.9,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1961.06,1.0
150,150,150,Assam,1961,7,34.4,26.2,244.0,83.0,0.5,5.6,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1961.07,
151,151,151,Assam,1961,8,33.8,26.0,529.0,86.0,0.3,5.5,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1961.08,1.0
152,152,152,Assam,1961,9,33.3,26.0,206.0,85.0,0.5,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1961.09,
153,153,153,Assam,1961,10,33.3,24.6,108.0,82.0,0.3,3.2,7.0,41950,536809.8,510151.9,22.7,90.36,4,1961.1,
154,154,154,Assam,1961,11,31.8,19.3,0.0,75.0,0.2,1.2,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1961.11,
155,155,155,Assam,1961,12,26.6,12.6,0.0,82.0,0.2,0.2,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1961.12,
156,156,156,Assam,1962,1,28.3,11.6,0.0,74.0,0.3,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1962.01,
157,157,157,Assam,1962,2,31.6,16.2,44.0,70.0,0.2,2.1,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1962.02,
158,158,158,Assam,1962,3,37.2,19.9,0.0,58.0,0.2,0.6,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1962.03,
159,159,159,Assam,1962,4,36.6,24.6,1.0,72.0,1.6,2.7,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1962.04,
160,160,160,Assam,1962,5,36.1,24.4,134.0,75.0,1.4,4.4,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1962.05,
161,161,161,Assam,1962,6,34.8,25.7,325.0,84.0,1.4,6.5,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1962.06,1.0
162,162,162,Assam,1962,7,34.4,26.6,421.0,84.0,1.2,5.7,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1962.07,1.0
163,163,163,Assam,1962,8,35.6,26.2,229.0,87.0,0.9,5.8,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1962.08,
164,164,164,Assam,1962,9,33.8,26.3,333.0,85.0,1.5,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1962.09,1.0
165,165,165,Assam,1962,10,32.7,24.3,154.0,82.0,0.6,3.7,7.0,41950,536809.8,510151.9,22.7,90.36,4,1962.1,
166,166,166,Assam,1962,11,30.5,18.9,262.0,75.0,0.1,0.6,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1962.11,
167,167,167,Assam,1962,12,27.7,14.5,0.0,71.0,0.2,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1962.12,
168,168,168,Assam,1963,1,27.7,12.2,0.0,67.0,0.2,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1963.01,
169,169,169,Assam,1963,2,32.7,17.3,0.0,65.0,0.2,0.9,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1963.02,
170,170,170,Assam,1963,3,36.6,20.2,260.0,61.0,0.6,1.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1963.03,
171,171,171,Assam,1963,4,35.5,23.3,54.0,72.0,0.9,3.5,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1963.04,
172,172,172,Assam,1963,5,34.9,24.6,252.0,87.0,0.9,4.7,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1963.05,
173,173,173,Assam,1963,6,34.9,26.2,232.0,88.0,1.1,5.7,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1963.06,
174,174,174,Assam,1963,7,32.7,26.2,372.0,87.0,0.7,5.6,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1963.07,1.0
175,175,175,Assam,1963,8,36.1,26.0,234.0,87.0,0.7,5.5,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1963.08,
176,176,176,Assam,1963,9,34.4,26.1,274.0,86.0,0.6,4.6,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1963.09,
177,177,177,Assam,1963,10,33.4,24.6,385.0,86.0,0.5,3.4,7.0,41950,536809.8,510151.9,22.7,90.36,4,1963.1,1.0
178,178,178,Assam,1963,11,31.1,19.0,0.0,78.0,0.2,1.0,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1963.11,
179,179,179,Assam,1963,12,29.4,15.3,0.0,77.0,0.1,0.6,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1963.12,
